0 14 0.943798 0.394398
1 12 0.932899 0.770978
2 17 0.910179 1.15825
3 21 0.895666 1.52195
4 15 0.910145 1.89226
5 20 0.895484 2.26365
6 16 0.899092 2.66316
7 25 0.86714 3.03589
8 21 0.896055 3.40446
9 19 0.902867 3.76865
10 28 0.865369 4.14098
11 32 0.851754 4.51555
12 38 0.823976 4.90698
13 26 0.857051 5.39033
14 36 0.831543 5.70894
15 36 0.832754 5.99238
16 43 0.797241 6.26818
17 33 0.838539 6.54413
18 44 0.807515 6.81979
19 50 0.772232 7.09676
20 40 0.789142 7.36952
21 48 0.739418 7.67073
22 51 0.724532 7.94581
23 43 0.7621 8.2197
24 51 0.725928 8.49732
25 54 0.703958 8.77708
26 46 0.722708 9.05102
27 45 0.761216 9.32661
28 49 0.713611 9.60126
29 57 0.696636 9.87693
30 61 0.655079 10.1787
31 51 0.702261 10.4566
32 48 0.715755 10.7312
33 51 0.685579 11.0056
34 60 0.616101 11.2794
35 56 0.66236 11.5571
36 62 0.625056 11.8295
37 70 0.561453 12.1069
38 63 0.588537 12.3815
39 62 0.62916 12.6751
40 51 0.627442 12.9485
41 65 0.553263 13.2226
42 69 0.568661 13.494
43 65 0.57628 13.7698
44 55 0.676908 14.0457
45 57 0.63422 14.3189
46 67 0.550838 14.5934
47 66 0.577598 14.866
48 64 0.569125 15.1589
49 59 0.625977 15.4394
50 68 0.546924 15.7556
51 63 0.562287 16.0388
52 64 0.555844 16.3231
53 66 0.543548 16.6274
54 66 0.561681 16.9446
55 69 0.50914 17.2147
56 65 0.55402 17.5365
57 70 0.53324 17.821
58 60 0.575777 18.1045
59 67 0.515079 18.3909
60 69 0.533187 18.6824
61 64 0.572355 18.9671
62 70 0.480973 19.257
63 71 0.491654 19.5552
64 68 0.517432 19.8475
65 69 0.483071 20.1292
66 76 0.470848 20.4017
67 74 0.482221 20.6776
68 68 0.510636 20.9547
69 81 0.404028 21.2298
70 70 0.50373 21.5045
71 70 0.474025 21.7827
72 71 0.430138 22.079
73 66 0.484383 22.3828
74 76 0.467192 22.6701
75 75 0.451312 22.9572
76 76 0.428419 23.2505
77 77 0.472212 23.5566
78 78 0.399598 23.8512
79 74 0.447196 24.1798
80 77 0.391791 24.4779
81 81 0.358085 24.7735
82 68 0.471129 25.0558
83 73 0.458563 25.3462
84 75 0.449888 25.6473
85 77 0.418584 25.9358
86 74 0.448959 26.2276
87 79 0.405133 26.5306
88 72 0.427006 26.8355
89 71 0.426678 27.1149
90 78 0.414082 27.4057
91 76 0.397769 27.6957
92 75 0.414085 27.9855
93 81 0.366743 28.2606
94 78 0.427236 28.5392
95 74 0.396467 28.8177
96 74 0.420102 29.1104
97 74 0.448127 29.3937
98 84 0.31983 29.6966
99 84 0.371084 29.9836
100 86 0.339292 30.2741
101 84 0.347677 30.5608
102 78 0.378531 30.8483
103 84 0.368605 31.1403
104 82 0.346561 31.4191
105 82 0.326087 31.7006
106 73 0.412255 32.0105
107 86 0.333688 32.3013
108 82 0.359073 32.5845
109 78 0.38431 32.8946
110 77 0.365381 33.1811
111 80 0.383845 33.4975
112 85 0.33218 33.7816
113 89 0.298877 34.0667
114 80 0.354432 34.3599
115 80 0.340317 34.6438
116 88 0.293581 34.925
117 81 0.330833 35.2376
118 81 0.345423 35.513
119 75 0.417068 35.7996
120 80 0.360475 36.1004
121 82 0.338733 36.375
122 87 0.295373 36.6659
123 79 0.353868 36.9665
124 81 0.304167 37.2441
125 83 0.332836 37.5507
126 84 0.312293 37.8382
127 82 0.315656 38.1205
